id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
174579320,f6cc9566-5756-4fa3-a7e1-11f9723e5759,2023-07-23 14:54:27,2023-07-23,2023-07-23 20:54:27 UTC,Mountain Time (US & Canada),5643206,leytonjfreid,Leyton Reid,2023-07-23 23:04:01 UTC,2024-04-14 17:58:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174579320,https://inaturalist-open-data.s3.amazonaws.com/photos/303306544/medium.jpeg,,,,1,0,False,2.0,"Woods Bay, MT 59911, USA",47.9975936,-114.045696,,,,,,,,False,gps,gps,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
174767295,ebbab22a-eedf-4213-bd0a-232465d3ce3e,2023-07-24 14:30:13,2023-07-24,2023-07-24 20:30:13 UTC,Mountain Time (US & Canada),1808203,hinry,Henry Mulligan,2023-07-24 22:37:22 UTC,2024-01-06 15:06:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/174767295,https://inaturalist-open-data.s3.amazonaws.com/photos/303656548/medium.jpeg,,,,6,0,False,2.0,"Seeley Lake, MT 59868, USA",47.110142,-113.497612,378.0,,,,378.0,,open,False,gps,gps,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
175452759,7c798486-c4c9-435e-ad22-38aba1cc9cf0,2023-07-28 16:11:35-06:00,2023-07-28,2023-07-28 22:11:35 UTC,Mountain Time (US & Canada),2548359,lizmiddleton,,2023-07-28 23:34:22 UTC,2024-03-01 17:41:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175452759,https://inaturalist-open-data.s3.amazonaws.com/photos/304923732/medium.jpg,,,,2,0,False,333.0,"Glacier National Park, Glacier County, US-MT, US",48.7951660156,-113.7107467651,4.0,,,,4.0,,,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
175642784,2deacaf9-60e5-4912-a7db-a9e2b200b7c4,2023-07-29 10:46:45-06:00,2023-07-29,2023-07-29 16:46:45 UTC,Mountain Time (US & Canada),6928482,hayleepearce,Haylee Pearce,2023-07-30 00:32:20 UTC,2024-08-19 06:27:35 UTC,needs_id,,https://www.inaturalist.org/observations/175642784,https://static.inaturalist.org/photos/305265435/medium.jpg,,,,2,0,False,3.0,"Glacier National Park, Babb, MT, US",48.8553633155,-113.6098373685,4211.0,,,,4211.0,,,False,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
175861528,b5b61caa-919f-43e5-a038-2ba2c7ba0bb2,2021-05-30 15:57:00-07:00,2021-05-30,2021-05-30 22:57:00 UTC,Mountain Time (US & Canada),7203153,henry_lehman15,,2023-07-31 01:58:37 UTC,2025-08-09 15:48:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175861528,https://inaturalist-open-data.s3.amazonaws.com/photos/305672715/medium.jpg,,,,4,0,False,3.0,"Glacier National Park, East Glacier Park, MT, US",48.4799106,-113.38856695,1099.0,,,,1099.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
176132708,3869068b-80dc-45e5-befe-5fb3470aa9fc,2023-08-01 10:56:11,2023-08-01,2023-08-01 16:56:11 UTC,Mountain Time (US & Canada),1762656,sparker0,Stephanie,2023-08-01 16:57:47 UTC,2024-05-09 03:04:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/176132708,https://inaturalist-open-data.s3.amazonaws.com/photos/306176667/medium.jpeg,,,,1,0,False,2.0,"Orchard Homes, MT, USA",46.8749715994,-113.9780416712,802.0,,,,802.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
176191325,9f2f08a6-588e-4ac3-9aff-7af8e24f66cb,2023-07-31 09:29:33-06:00,2023-07-31,2023-07-31 15:29:33 UTC,Mountain Time (US & Canada),444712,covillbirdy,Joshua Wade Covill,2023-08-01 23:14:32 UTC,2024-08-19 06:22:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/176191325,https://inaturalist-open-data.s3.amazonaws.com/photos/306286628/medium.jpg,,,,2,0,False,3.0,"Glacier National Park, Essex, MT, US",48.6766300032,-113.81378,20.0,,,,20.0,,open,False,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
176534388,403d1907-c264-4474-8378-30f483cb4e0c,2023-08-02 15:06:48-06:00,2023-08-02,2023-08-02 21:06:48 UTC,Mountain Time (US & Canada),7140051,saxon_hickman,,2023-08-04 01:39:46 UTC,2025-08-01 22:42:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/176534388,https://inaturalist-open-data.s3.amazonaws.com/photos/306925789/medium.jpg,,,,3,0,False,3.0,"Glacier National Park, Glacier County, US-MT, US",48.9986283333,-114.0576945,15.0,,,,15.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
177410004,c655a4f9-2010-4b5b-8b45-290e62c534f2,2023-08-08 15:23:48,2023-08-08,2023-08-08 21:23:48 UTC,Mountain Time (US & Canada),7234179,seven_thefish,,2023-08-08 21:25:32 UTC,2023-11-12 22:40:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177410004,https://inaturalist-open-data.s3.amazonaws.com/photos/308550954/medium.jpeg,,,Fry,2,0,False,2.0,Wolf Creek,47.0060530585,-112.0691698417,1483.0,,,,1483.0,,,False,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
177455953,058ed8a6-11c8-44fc-bc4f-50d3c3ec4be4,2022-07-09 10:14:22-06:00,2022-07-09,2022-07-09 16:14:22 UTC,Mountain Time (US & Canada),7104472,katiebienusa,,2023-08-09 04:07:14 UTC,2025-08-09 15:48:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177455953,https://inaturalist-open-data.s3.amazonaws.com/photos/308640375/medium.jpg,,,,3,0,False,3.0,"Twin Lakes, Wisdom, MT, US",45.4130316258,-113.6933830185,1074.0,,,,1074.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
177569152,3fbad5af-9367-4618-bebc-b70dc59b384a,2020-10-04 14:17:00-06:00,2020-10-04,2020-10-04 20:17:00 UTC,Mountain Time (US & Canada),7104472,katiebienusa,,2023-08-09 21:03:11 UTC,2024-01-25 18:56:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177569152,https://inaturalist-open-data.s3.amazonaws.com/photos/308850467/medium.jpg,,,,6,0,False,3.0,"Hamilton, MT, US",46.2065365488,-114.1686353959,251.0,,,,251.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
177569459,3bbefb49-7ef2-4ba5-9cc0-0866c2348154,2020-04-09 13:47:25-06:00,2020-04-09,2020-04-09 19:47:25 UTC,Mountain Time (US & Canada),7104472,katiebienusa,,2023-08-09 21:05:13 UTC,2024-01-25 18:56:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177569459,https://inaturalist-open-data.s3.amazonaws.com/photos/308850885/medium.jpg,,,,4,0,False,3.0,"Woodside Cutoff Rd, Victor, MT, US",46.3124024815,-114.14624063,164.0,,,,164.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
177774350,ac7f91d1-6af6-43a4-9f9f-0c4ba091cf81,2023-08-10 19:19:42-06:00,2023-08-10,2023-08-11 01:19:42 UTC,Mountain Time (US & Canada),1438696,kheinze,Kayla Heinze,2023-08-11 04:09:52 UTC,2023-12-24 06:04:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177774350,https://inaturalist-open-data.s3.amazonaws.com/photos/309239312/medium.jpg,,,,3,0,False,3.0,"Bitterroot National Forest, Stevensville, MT, US",46.5765330202,-114.1555704794,257.0,,,,257.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
177887623,49c4ca3d-22d6-4877-9843-77759f672e53,2023-07-21 12:35:59-06:00,2023-07-21,2023-07-21 18:35:59 UTC,Mountain Time (US & Canada),1195388,coreyhusic,Corey Husic,2023-08-11 20:58:19 UTC,2023-12-24 06:04:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177887623,https://inaturalist-open-data.s3.amazonaws.com/photos/309449211/medium.jpg,,,,2,0,False,3.0,"North Fork Blackfoot River, Ovando, MT, US",47.1024888333,-112.96115,8.0,,,,8.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
178326604,1b205ed8-d856-4190-af65-d3f5c8495b88,2019-07-10 20:11:35-04:00,2019-07-10,2019-07-11 00:11:35 UTC,Mountain Time (US & Canada),7256810,caseodykstra,Case Dykstra,2023-08-14 06:42:39 UTC,2023-12-24 06:04:29 UTC,research,,https://www.inaturalist.org/observations/178326604,https://static.inaturalist.org/photos/310288959/medium.jpg,,,,2,1,False,3.0,"Beaverhead-Deerlodge National Forest, Polaris, MT, US",45.5512583333,-112.9516916667,10.0,,,,10.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
178462665,699fbde0-4493-4e67-b09b-a5cc5d22d0b9,2023-08-14 12:12:35-06:00,2023-08-14,2023-08-14 18:12:35 UTC,Mountain Time (US & Canada),1438696,kheinze,Kayla Heinze,2023-08-15 01:16:38 UTC,2023-12-24 06:04:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178462665,https://inaturalist-open-data.s3.amazonaws.com/photos/310554320/medium.jpg,,,,4,0,False,3.0,"Bitterroot National Forest, Stevensville, MT, US",46.5369416667,-114.1635445,5.0,,,,5.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
178622092,d9594f79-cc20-4263-a2af-0293b8f6a129,2023-07-23 18:31:02-06:00,2023-07-23,2023-07-24 00:31:02 UTC,Mountain Time (US & Canada),7263366,schatzls,Liam Schatzlein,2023-08-16 01:23:24 UTC,2025-08-07 16:34:59 UTC,research,,https://www.inaturalist.org/observations/178622092,https://static.inaturalist.org/photos/310850532/medium.jpg,,,,5,0,False,3.0,"Custer Gallatin National Forest, Silver Gate, MT, US",45.025127,-109.908597,2771.0,,,,2771.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
178999316,4e2e0918-2a45-43af-8893-e09c104f072e,2023-08-18 07:05:54-06:00,2023-08-18,2023-08-18 13:05:54 UTC,Mountain Time (US & Canada),4078025,junebutterflygirl,,2023-08-18 15:26:58 UTC,2025-08-09 15:47:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178999316,https://inaturalist-open-data.s3.amazonaws.com/photos/311573089/medium.jpg,,,,3,0,False,3.0,"Whitefish Lake, Whitefish, MT, US",48.4622787493,-114.3755138737,188.0,,,,188.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
179014934,4473a03e-5532-4c99-9191-7a7827e47542,2023-08-18 07:26:02-06:00,2023-08-18,2023-08-18 13:26:02 UTC,Mountain Time (US & Canada),4078025,junebutterflygirl,,2023-08-18 17:16:36 UTC,2025-08-09 15:47:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179014934,https://inaturalist-open-data.s3.amazonaws.com/photos/311606120/medium.jpg,,,,4,0,False,3.0,"Whitefish Lake, Whitefish, MT, US",48.4585840731,-114.3894409739,14.0,,,,14.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
179015987,85499561-6c73-4c91-88fb-7a889f0bf230,2023-08-18 07:52:19-06:00,2023-08-18,2023-08-18 13:52:19 UTC,Mountain Time (US & Canada),4078025,junebutterflygirl,,2023-08-18 17:24:54 UTC,2025-08-09 15:47:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179015987,https://inaturalist-open-data.s3.amazonaws.com/photos/311618369/medium.jpg,,,,4,0,False,3.0,"Whitefish Lake, Whitefish, MT, US",48.4603152847,-114.3904427398,5.0,,,,5.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
179024356,ee8a8a66-2912-42e5-a1ad-1f01f0640ac2,2023-08-18 07:30:29-06:00,2023-08-18,2023-08-18 13:30:29 UTC,Mountain Time (US & Canada),4078025,junebutterflygirl,,2023-08-18 18:21:11 UTC,2025-08-09 15:47:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179024356,https://inaturalist-open-data.s3.amazonaws.com/photos/311619578/medium.jpg,,,,4,0,False,3.0,"Whitefish Lake, Whitefish, MT, US",48.4594055689,-114.3898553226,4.0,,,,4.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
179145457,75bb1825-86e1-41c3-8fd3-165b776a4802,2023-08-02 09:56:39-06:00,2023-08-02,2023-08-02 15:56:39 UTC,Mountain Time (US & Canada),6849831,seththeherper,,2023-08-19 13:44:39 UTC,2025-08-09 15:47:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179145457,https://inaturalist-open-data.s3.amazonaws.com/photos/311847382/medium.jpg,,,,3,0,False,3.0,"Beaverhead-Deerlodge National Forest, Polaris, MT, US",45.4066496155,-113.0374765866,6547.0,,,,6547.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
179297157,587dd281-b63d-446d-bb9e-ee3d313ea671,2018-04-09 15:04:20-07:00,2018-04-09,2018-04-09 22:04:20 UTC,Mountain Time (US & Canada),7208983,carlemilriising,,2023-08-20 06:27:22 UTC,2023-12-24 17:17:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179297157,https://inaturalist-open-data.s3.amazonaws.com/photos/312124330/medium.jpg,,,,4,0,False,3.0,"Custer Gallatin National Forest, Gardiner, MT, US",45.0759361667,-110.770155,12.0,,,,12.0,,open,False,,,Ørred,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
179958720,e6b7322d-25d2-4b92-bd2b-95fe55def5e3,2020-06-27 14:52:04,2020-06-27,2020-06-27 20:52:04 UTC,Mountain Time (US & Canada),7071792,christinath,Chris Win,2023-08-24 12:25:04 UTC,2025-09-08 00:48:23 UTC,research,,https://www.inaturalist.org/observations/179958720,https://static.inaturalist.org/photos/313390646/medium.jpeg,,,,4,0,False,2.0,Big Springs Trout Hatchery & Park,47.0015904355,-109.3437175825,169.0,,,,169.0,,,False,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
180344653,895c8b82-ee0b-4214-96b7-c05285fee37e,2023-08-25 16:26:19-06:00,2023-08-25,2023-08-25 22:26:19 UTC,Mountain Time (US & Canada),7104472,katiebienusa,,2023-08-26 21:58:18 UTC,2025-07-30 19:39:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/180344653,https://inaturalist-open-data.s3.amazonaws.com/photos/314124398/medium.jpg,,,,7,0,False,3.0,"Bitterroot National Forest, Darby, MT, US",46.0235028333,-114.3372633333,4.0,,,,4.0,,open,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
181250990,4453e45b-477b-44ca-9d22-9a9de1c085a8,2022-08-20 21:48:03-06:00,2022-08-20,2022-08-21 03:48:03 UTC,Mountain Time (US & Canada),6732417,camrynjb,,2023-09-01 20:09:47 UTC,2025-08-07 16:34:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181250990,https://inaturalist-open-data.s3.amazonaws.com/photos/315861090/medium.jpg,,,,4,0,False,3.0,"Yellow Bay, Rollins, MT, US",47.8765262486,-114.034911315,8.0,,,,8.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
181988564,a19f4470-680f-45bc-9a38-aa874a385785,2023-09-05 16:34:57-06:00,2023-09-05,2023-09-05 22:34:57 UTC,Mountain Time (US & Canada),4034536,elidadinoguy,,2023-09-06 00:46:31 UTC,2025-07-30 19:35:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181988564,https://inaturalist-open-data.s3.amazonaws.com/photos/317224077/medium.jpg,,,,3,1,False,3.0,"Custer Gallatin National Forest, Bozeman, MT, US",45.4583548129,-110.9237013094,334.0,,,,334.0,,open,False,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977.0,Cutthroat Trout
181997778,9e9b1973-a7fc-4f13-9b24-04b982e2aa97,2023-08-16 19:12:00-07:00,2023-08-16,2023-08-17 02:12:00 UTC,Mountain Time (US & Canada),613789,allnaturalmermaid,,2023-09-06 02:12:29 UTC,2025-08-07 16:34:03 UTC,research,,https://www.inaturalist.org/observations/181997778,https://static.inaturalist.org/photos/317242094/medium.jpg,,,,4,0,False,3.0,"Beaverhead-Deerlodge National Forest, Wise River, MT, US",45.6766918,-113.0674103,40.0,,,,40.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
182580134,135d7527-1398-485f-9f8e-583c1c9a6a1e,2023-09-09 10:49:46,2023-09-09,2023-09-09 16:49:46 UTC,Mountain Time (US & Canada),6547867,geekylikeme,Christy Howard,2023-09-10 03:30:56 UTC,2025-05-28 00:08:09 UTC,research,,https://www.inaturalist.org/observations/182580134,https://static.inaturalist.org/photos/318366222/medium.jpeg,,,,2,0,False,2.0,Fairy Lake,45.904423573,-110.9578216821,191.0,,,,191.0,,open,False,gps,gps,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
182907040,b6282491-fc29-4de2-8b9a-168248d21812,2022-07-17 10:27:53,2022-07-17,2022-07-17 16:27:53 UTC,Mountain Time (US & Canada),7326305,whalenalston,Whalen Alston,2023-09-12 04:42:35 UTC,2023-09-15 22:20:43 UTC,research,,https://www.inaturalist.org/observations/182907040,https://static.inaturalist.org/photos/319004843/medium.jpeg,,,,2,0,False,2.0,"Absarokee, MT 59001, USA",45.4877281939,-109.4579840451,1354.0,,,,1354.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
183078428,98f731b8-16da-46a5-ad8d-acf943abf14d,2023/09/10 2:38 PM,2023-09-10,2023-09-10 20:38:00 UTC,Mountain Time (US & Canada),1258627,super-mario,Mario,2023-09-13 13:54:08 UTC,2023-12-24 06:04:40 UTC,research,,https://www.inaturalist.org/observations/183078428,https://static.inaturalist.org/photos/319339387/medium.jpeg,,,,3,0,False,,"Sanders County, MT, USA",47.3283611111,-114.929825,4.0,,,,4.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
183078430,a68719d6-e368-40f6-8e00-d78b6ba8bf08,2023/09/10 2:49 PM,2023-09-10,2023-09-10 20:49:00 UTC,Mountain Time (US & Canada),1258627,super-mario,Mario,2023-09-13 13:54:08 UTC,2023-12-24 06:04:40 UTC,research,,https://www.inaturalist.org/observations/183078430,https://static.inaturalist.org/photos/319339418/medium.jpeg,,,,3,0,False,,"Sanders County, MT, USA",47.3300027778,-114.9249888889,4.0,,,,4.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
184073500,28d3916f-5bd3-4634-a0d7-db37f20efd63,2023-09-19 19:07:30-06:00,2023-09-19,2023-09-20 01:07:30 UTC,Mountain Time (US & Canada),1438696,kheinze,Kayla Heinze,2023-09-20 03:07:35 UTC,2024-08-22 19:16:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184073500,https://inaturalist-open-data.s3.amazonaws.com/photos/321252717/medium.jpg,,,,5,1,False,3.0,"Blackfoot River, Bonner, MT, US",46.9184249656,-113.6777350775,64.0,,,,64.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
184189667,4e1f5140-c44f-490e-b22c-44d3b9069494,2023-09-20 11:10:15-06:00,2023-09-20,2023-09-20 17:10:15 UTC,Mountain Time (US & Canada),7330783,obsessedwithcreatures,,2023-09-20 23:29:54 UTC,2023-10-18 23:43:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184189667,https://inaturalist-open-data.s3.amazonaws.com/photos/321475991/medium.jpg,,,,3,0,False,3.0,"Cherry Springs Rd, Roberts, MT, US",45.3649674,-109.0698278,40.0,,,,40.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
184551797,ea237e0b-e525-41d0-8235-194377118aff,2023-08-18 14:54:06-06:00,2023-08-18,2023-08-18 20:54:06 UTC,Mountain Time (US & Canada),3138815,grant_reed_botswana,Grant Reed,2023-09-23 16:39:26 UTC,2025-08-07 16:33:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184551797,https://inaturalist-open-data.s3.amazonaws.com/photos/322162950/medium.jpg,,,,7,1,False,3.0,"Glacier National Park, Babb, MT, US",48.7976216667,-113.663445,4.0,,,,4.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
184552096,04831785-b7ee-4e52-a8e9-b5445a05b812,2023-08-18 14:28:43-06:00,2023-08-18,2023-08-18 20:28:43 UTC,Mountain Time (US & Canada),3138815,grant_reed_botswana,Grant Reed,2023-09-23 16:41:58 UTC,2025-08-07 16:33:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/184552096,https://inaturalist-open-data.s3.amazonaws.com/photos/322163363/medium.jpg,,,,5,0,False,3.0,"Glacier National Park, Babb, MT, US",48.7985416667,-113.6641783333,4.0,,,,4.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
185246418,b933c147-264e-4eb5-a345-d5fa7d3e63ef,2023/08/15,2023-08-15,,Mountain Time (US & Canada),6642991,vibri,,2023-09-28 06:55:03 UTC,2024-05-17 20:38:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/185246418,https://inaturalist-open-data.s3.amazonaws.com/photos/323493811/medium.jpeg,,,,4,0,False,,"Butte, MT, USA",45.9854380097,-112.4812069913,46.0,,,,46.0,,open,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
185246419,138e6d2e-9f95-4728-8301-5ef2182579ca,2023/08/15,2023-08-15,,Mountain Time (US & Canada),6642991,vibri,,2023-09-28 06:55:03 UTC,2024-05-16 15:06:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185246419,https://inaturalist-open-data.s3.amazonaws.com/photos/323493867/medium.jpeg,,,,2,1,False,,"Butte, MT, USA",45.9854615952,-112.4812171874,49.0,,,,49.0,,,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
186803201,81e9d0f0-76f7-4494-a212-2198caf34424,2023/10/08 6:39 PM,2023-10-08,2023-10-09 00:39:00 UTC,Mountain Time (US & Canada),7343891,ryleymj,Ryley Juneau,2023-10-09 02:55:18 UTC,2025-01-06 22:26:38 UTC,research,,https://www.inaturalist.org/observations/186803201,https://static.inaturalist.org/photos/326531320/medium.jpeg,,,,5,0,False,,"Lincoln County, MT, USA",48.9661989152,-115.1894380392,977.0,,,,977.0,,open,False,,,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
186803670,c30b100d-a520-4c29-a498-bcd82eb327f3,2023/10/08 4:59 PM,2023-10-08,2023-10-08 22:59:00 UTC,Mountain Time (US & Canada),7343891,ryleymj,Ryley Juneau,2023-10-09 03:00:53 UTC,2025-01-06 22:26:38 UTC,research,,https://www.inaturalist.org/observations/186803670,https://static.inaturalist.org/photos/326532318/medium.png,,,,5,0,False,,"Lincoln County, MT, USA",48.9666522227,-115.1873580141,977.0,,,,977.0,,open,False,,,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
187638546,ba7eb791-6d7d-491b-9ee9-203eb8910f82,2010/08/17 6:44 AM,2010-08-17,2010-08-17 12:44:00 UTC,Mountain Time (US & Canada),329176,justingarwood,Justin Garwood,2023-10-15 14:59:59 UTC,2023-12-24 03:49:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/187638546,https://inaturalist-open-data.s3.amazonaws.com/photos/328187872/medium.jpeg,,,,2,0,False,,"Missoula County, MT, USA",47.0227525449,-113.3031524275,61.0,,,,61.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
188675189,ba40ae1d-6ed5-4d7b-8394-b881b72e7c5c,2023-08-08 14:11:01-06:00,2023-08-08,2023-08-08 20:11:01 UTC,Mountain Time (US & Canada),273872,jerry1,,2023-10-23 16:17:31 UTC,2023-12-24 06:04:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188675189,https://inaturalist-open-data.s3.amazonaws.com/photos/330296981/medium.jpg,,,Maybe a Rainbow Trout hybrid?,3,0,False,3.0,"Flathead National Forest, Essex, MT, US",48.1943283333,-113.4774033333,6.0,,,,6.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
190536083,d943e3ce-a8bd-48b7-a9bd-eae44df85290,2023-11-05,2023-11-05,,Mountain Time (US & Canada),6798762,sljcarson,Steve Carson,2023-11-10 00:33:46 UTC,2023-12-24 03:49:19 UTC,research,,https://www.inaturalist.org/observations/190536083,https://static.inaturalist.org/photos/334044468/medium.jpeg,,,,4,0,False,2.0,"Thompson Falls, MT 59873, USA",47.5543941818,-115.6228409708,175.0,,,,175.0,,open,False,gps,gps,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
191962537,8a559131-bea3-4638-accf-92837ed2ed94,2023/07/26 9:14 AM,2023-07-26,2023-07-26 15:14:00 UTC,Mountain Time (US & Canada),6798762,sljcarson,Steve Carson,2023-11-24 17:23:47 UTC,2023-11-27 16:03:22 UTC,research,,https://www.inaturalist.org/observations/191962537,https://static.inaturalist.org/photos/336887131/medium.jpg,,,,7,0,False,,"Sanders County, MT, USA",47.5736703983,-115.2582465791,101.0,,,,101.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
